Date,Open,High,Low,Close,Adj Close,Volume
2023-04-10,104.41999816894531,104.91000366210938,103.05999755859375,103.69999694824219,100.60020446777344,4900200
2023-04-11,104.19999694824219,104.69999694824219,103.0999984741211,103.29000091552734,100.20247650146484,4658000
2023-04-12,103.38999938964844,103.83999633789062,102.30999755859375,102.55999755859375,99.49429321289062,4560700
2023-04-13,102.75,103.70999908447266,101.80000305175781,103.61000061035156,101.01522064208984,4778700
2023-04-14,103.61000061035156,104.3499984741211,103.45999908447266,103.95999908447266,101.3564682006836,5043700
2023-04-17,104.0,104.8499984741211,104.0,104.5199966430664,101.90242767333984,4806400
2023-04-18,105.44000244140625,105.69999694824219,103.93000030517578,104.1500015258789,101.54170227050781,6552100
2023-04-19,108.5,112.69999694824219,108.1500015258789,112.29000091552734,109.47785186767578,12425400
2023-04-20,112.25,112.29000091552734,110.0,110.3499984741211,107.58642578125,7413200
2023-04-21,110.87999725341797,112.12000274658203,110.87999725341797,111.66000366210938,108.86363220214844,6301100
2023-04-24,111.75,111.75,110.13999938964844,110.4000015258789,107.63517761230469,5341900
2023-04-25,110.38999938964844,110.52999877929688,109.66999816894531,109.97000122070312,107.2159423828125,5636700
2023-04-26,109.31999969482422,109.41999816894531,108.2699966430664,108.75,106.02649688720703,4240000
2023-04-27,108.70999908447266,109.54000091552734,107.66999816894531,109.5,106.75772094726562,4257200
2023-04-28,109.44000244140625,110.8499984741211,109.37000274658203,110.47000122070312,107.70342254638672,4835900
2023-05-01,110.45999908447266,111.56999969482422,109.93000030517578,111.11000061035156,108.327392578125,3722900
2023-05-02,111.05999755859375,111.94000244140625,110.43000030517578,111.5,108.70763397216797,4998000
2023-05-03,111.80999755859375,112.94999694824219,111.43000030517578,111.76000213623047,108.96112060546875,5602000
2023-05-04,111.44999694824219,111.48999786376953,110.55999755859375,110.86000061035156,108.08366394042969,4070700
2023-05-05,111.37000274658203,111.75,111.05000305175781,111.26000213623047,108.47364044189453,4025000
2023-05-08,110.45999908447266,111.58000183105469,110.29000091552734,110.9000015258789,108.12266540527344,2445500
2023-05-09,110.12999725341797,111.02999877929688,109.29000091552734,110.25,107.48892974853516,3274300
2023-05-10,110.9000015258789,110.97000122070312,109.62999725341797,110.69000244140625,107.91792297363281,3129100
2023-05-11,110.05999755859375,110.47000122070312,109.26000213623047,110.05000305175781,107.29393768310547,3879400
2023-05-12,109.76000213623047,110.55000305175781,109.4800033569336,110.48999786376953,107.7229232788086,3325000
2023-05-15,110.63999938964844,110.9800033569336,109.54000091552734,109.83999633789062,107.08919525146484,3020000
2023-05-16,109.54000091552734,110.45999908447266,109.26000213623047,109.38999938964844,106.65047454833984,3393800
2023-05-17,109.7699966430664,109.9800033569336,107.97000122070312,108.81999969482422,106.09475708007812,3801000
2023-05-18,108.7300033569336,108.83999633789062,107.87000274658203,108.47000122070312,105.7535171508789,3481600
2023-05-19,108.9800033569336,109.9800033569336,108.4000015258789,108.93000030517578,106.20198822021484,4487200
2023-05-22,108.68000030517578,109.31999969482422,108.06999969482422,108.25,105.53902435302734,2809500
2023-05-23,107.30000305175781,107.4800033569336,105.5199966430664,105.73999786376953,103.09187316894531,4337800
2023-05-24,105.6500015258789,105.6500015258789,103.98999786376953,104.04000091552734,101.43445587158203,4507600
2023-05-25,103.2699966430664,103.52999877929688,101.33999633789062,102.13999938964844,99.58203887939453,6734500
2023-05-26,102.1500015258789,103.44999694824219,102.02999877929688,102.87000274658203,100.29376220703125,4911800
2023-05-30,102.25,102.5199966430664,101.56999969482422,101.70999908447266,99.16281127929688,5168700
2023-05-31,101.5,102.2699966430664,100.37999725341797,102.0,99.44554901123047,7063400
2023-06-01,101.91000366210938,102.9000015258789,100.91000366210938,102.81999969482422,100.24500274658203,4603900
2023-06-02,103.30999755859375,104.5,102.8499984741211,104.19999694824219,101.59044647216797,6024300
2023-06-05,104.05999755859375,105.01000213623047,103.33999633789062,103.76000213623047,101.1614761352539,3565900
2023-06-06,103.87000274658203,104.04000091552734,102.22000122070312,102.62000274658203,100.05001831054688,4044300
2023-06-07,102.41999816894531,102.48999786376953,101.25,101.66000366210938,99.11406707763672,6231200
2023-06-08,101.25,101.37999725341797,100.56999969482422,100.77999877929688,98.25609588623047,5159000
2023-06-09,100.97000122070312,101.9800033569336,100.54000091552734,101.69000244140625,99.143310546875,4276000
2023-06-12,101.83999633789062,101.91000366210938,100.79000091552734,101.4000015258789,98.86056518554688,3629100
2023-06-13,101.48999786376953,102.06999969482422,100.94000244140625,101.86000061035156,99.30905151367188,4642200
2023-06-14,103.30999755859375,104.1500015258789,102.81999969482422,103.25,100.66423797607422,5020600
2023-06-15,103.26000213623047,105.31999969482422,103.11000061035156,105.0199966430664,102.38990783691406,6378600
2023-06-16,105.44000244140625,106.56999969482422,105.37000274658203,106.19999694824219,103.54035186767578,10020500
2023-06-20,105.19999694824219,107.66999816894531,104.9000015258789,106.69999694824219,104.02783966064453,6573100
2023-06-21,106.62000274658203,106.76000213623047,105.61000061035156,106.25,103.589111328125,4428600
2023-06-22,106.69000244140625,108.36000061035156,106.44000244140625,108.25,105.53902435302734,5480300
2023-06-23,108.19999694824219,108.5,107.37000274658203,108.05000305175781,105.34403228759766,5647000
2023-06-26,108.0999984741211,109.20999908447266,106.80000305175781,108.51000213623047,105.79251861572266,6134700
2023-06-27,108.88999938964844,108.94000244140625,106.7699966430664,107.79000091552734,105.0905532836914,4849700
2023-06-28,107.95999908447266,108.1500015258789,107.36000061035156,107.61000061035156,104.91505432128906,3900000
2023-06-29,107.02999877929688,107.86000061035156,106.97000122070312,107.66000366210938,104.96380615234375,3417400
2023-06-30,108.0,109.33999633789062,107.69999694824219,109.0199966430664,106.28974151611328,4449200
2023-07-03,108.25,108.4800033569336,107.02999877929688,107.22000122070312,104.5348129272461,2268000
2023-07-05,106.72000122070312,107.83000183105469,106.44999694824219,107.37000274658203,104.68106079101562,4968600
2023-07-06,106.75,107.44999694824219,106.13999938964844,107.19999694824219,104.51531982421875,5325000
2023-07-07,106.30000305175781,107.93000030517578,106.06999969482422,106.3499984741211,103.68660736083984,5053700
2023-07-10,106.58000183105469,107.75,106.29000091552734,107.0199966430664,104.33982849121094,5259500
2023-07-11,107.0199966430664,107.68000030517578,106.7699966430664,107.5,104.80780029296875,3899700
2023-07-12,108.05999755859375,108.20999908447266,106.66000366210938,106.8499984741211,104.17407989501953,4845300
2023-07-13,106.69000244140625,107.79000091552734,106.44999694824219,107.73999786376953,105.54556274414062,4936800
2023-07-14,108.0,108.47000122070312,107.18000030517578,107.93000030517578,105.73169708251953,4015600
2023-07-17,107.54000091552734,107.70999908447266,106.70999908447266,107.0,104.82063293457031,4580800
2023-07-18,106.80999755859375,107.19000244140625,105.95999908447266,106.94999694824219,104.77165985107422,3913900
2023-07-19,107.06999969482422,108.08999633789062,107.05999755859375,107.27999877929688,105.09494018554688,6225900
2023-07-20,108.0999984741211,112.56999969482422,107.77999877929688,111.83000183105469,109.55226135253906,8768600
2023-07-21,112.8499984741211,114.79000091552734,112.33000183105469,114.29000091552734,111.962158203125,7062700
2023-07-24,113.83999633789062,115.83000183105469,113.18000030517578,114.62000274658203,112.28543853759766,5665900
2023-07-25,113.11000061035156,113.5,112.51000213623047,112.93000030517578,110.6298599243164,4732500
2023-07-26,112.5,114.30000305175781,112.37999725341797,114.08000183105469,111.75643157958984,3682500
2023-07-27,114.45999908447266,114.58999633789062,112.51000213623047,112.6500015258789,110.35556030273438,4762900
2023-07-28,113.18000030517578,113.5199966430664,112.31999969482422,112.7300033569336,110.43392944335938,3409200
2023-07-31,112.8499984741211,112.88999938964844,110.69999694824219,111.33000183105469,109.06245422363281,3930800
2023-08-01,110.70999908447266,111.25,110.30000305175781,110.52999877929688,108.27873992919922,3733700
2023-08-02,110.0199966430664,110.19999694824219,108.05999755859375,108.62000274658203,106.40763854980469,4699400
2023-08-03,107.70999908447266,108.30999755859375,107.13999938964844,107.54000091552734,105.34963989257812,4947700
2023-08-04,107.31999969482422,108.77999877929688,107.27999877929688,107.6500015258789,105.4573974609375,3231100
2023-08-07,107.98999786376953,108.58999633789062,107.62999725341797,108.44999694824219,106.24110412597656,3632500
2023-08-08,107.5999984741211,107.5999984741211,103.66999816894531,105.58000183105469,103.4295654296875,7544300
2023-08-09,105.5,106.9000015258789,105.18000030517578,105.30000305175781,103.1552734375,5135200
2023-08-10,105.4800033569336,107.0,104.62000274658203,104.73999786376953,102.6066665649414,4708200
2023-08-11,104.22000122070312,105.41000366210938,103.69000244140625,105.30999755859375,103.1650619506836,3478600
2023-08-14,105.13999938964844,106.22000122070312,105.13999938964844,106.0999984741211,103.93896484375,3076100
2023-08-15,106.1500015258789,106.1500015258789,104.55000305175781,104.94000244140625,102.80260467529297,3150600
2023-08-16,104.45999908447266,105.37999725341797,104.44000244140625,104.52999877929688,102.40093994140625,4086400
2023-08-17,105.19999694824219,105.91000366210938,104.4800033569336,104.93000030517578,102.79280090332031,4175200
2023-08-18,104.55999755859375,105.05999755859375,103.27999877929688,103.70999908447266,101.59764099121094,4809700
2023-08-21,103.77999877929688,104.41000366210938,103.36000061035156,103.87000274658203,101.75439453125,2954700
2023-08-22,103.87999725341797,105.52999877929688,103.72000122070312,105.1500015258789,103.0083236694336,4840500
2023-08-23,105.69999694824219,106.11000061035156,104.80000305175781,105.12999725341797,102.98872375488281,3403300
2023-08-24,104.91000366210938,105.8499984741211,103.62999725341797,103.75,101.63683319091797,3529500
2023-08-25,104.0199966430664,104.77999877929688,103.29000091552734,104.20999908447266,102.08746337890625,3000800
2023-08-28,105.06999969482422,105.22000122070312,101.88999938964844,102.79000091552734,100.6963882446289,5862500
2023-08-29,103.23999786376953,103.94000244140625,102.9800033569336,103.87000274658203,101.75439453125,4515600
2023-08-30,104.08000183105469,105.08000183105469,104.08000183105469,104.41000366210938,102.28339385986328,3711300
2023-08-31,104.5199966430664,104.58000183105469,102.86000061035156,102.9000015258789,100.80415344238281,4042300
