Date,Open,High,Low,Close,Adj Close,Volume
2023-01-03,101.60535430908203,102.54180908203125,100.64381408691406,102.39966583251953,93.82341766357422,3124909
2023-01-04,103.13545227050781,104.75752258300781,102.60033416748047,104.64046478271484,95.87654113769531,3312561
2023-01-05,103.8545150756836,104.155517578125,102.39130401611328,102.80936431884766,94.19880676269531,3117494
2023-01-06,104.23076629638672,106.29598999023438,103.46990203857422,105.95317840576172,97.07930755615234,2890732
2023-01-09,106.18729400634766,108.24414825439453,105.44314575195312,106.01170349121094,97.1329345703125,3434075
2023-01-10,106.24581909179688,107.1822738647461,105.93645477294922,107.13211059570312,98.15950012207031,1971128
2023-01-11,107.8010025024414,108.01839447021484,106.7056884765625,107.95986938476562,98.91793823242188,2408146
2023-01-12,108.3612060546875,108.54515075683594,106.84782409667969,108.15217590332031,99.09413146972656,2200042
2023-01-13,107.37458038330078,108.36956787109375,107.19063568115234,108.28594970703125,99.21670532226562,2025306
2023-01-17,108.49497985839844,108.6120376586914,105.67726135253906,105.85284423828125,96.98738098144531,4199036
2023-01-18,106.06187438964844,106.34615325927734,102.22408294677734,102.63378143310547,94.03791809082031,5093166
2023-01-19,102.0066909790039,102.24916076660156,98.92976379394531,99.02173614501953,90.72840118408203,5955721
2023-01-20,99.1220703125,100.92809295654297,97.62541961669922,100.8779296875,92.42912292480469,5230706
2023-01-23,100.844482421875,103.59532165527344,100.67726135253906,102.52508544921875,93.93833923339844,4080991
2023-01-24,97.0234146118164,100.3344497680664,95.73578643798828,96.15384674072266,88.10070037841797,12290694
2023-01-25,95.73578643798828,97.19063568115234,94.27257537841797,94.42308044433594,86.514892578125,7167867
2023-01-26,94.90802764892578,95.40133666992188,93.44481658935547,94.94147491455078,86.98986053466797,5532218
2023-01-27,95.09197235107422,96.80602264404297,94.86621856689453,96.36287689208984,88.29222106933594,4920942
2023-01-30,95.71070098876953,96.9899673461914,94.11370849609375,94.13043212890625,86.24675750732422,7059868
2023-01-31,94.60702514648438,96.22073364257812,93.96321105957031,96.22073364257812,88.1619873046875,6065155
2023-02-01,95.77759552001953,97.60869598388672,95.02508544921875,96.87290954589844,88.75953674316406,3708557
2023-02-02,97.06521606445312,101.04515075683594,96.58026885986328,100.57691955566406,92.15332794189453,5880971
